recommendation_id,project_id,recommended_by,recommendation_date,recommended_work_type,recommended_amount,reason,approval_status,approval_date,remarks
REC-00791,MPLADS-SYN-0791,MP-802,2025-11-25,Library,860000,Water and sanitation,Approved,2025-12-23,Synthetic demonstration record
REC-00792,MPLADS-SYN-0792,MP-480,2026-03-18,Community Hall,1080000,Local infrastructure need,Approved,2026-05-15,Synthetic demonstration record
REC-00793,MPLADS-SYN-0793,MP-895,2025-09-28,Road,990000,Community facility,Under Review,2025-10-28,Synthetic demonstration record
REC-00794,MPLADS-SYN-0794,MP-749,2026-01-06,School Building,1170000,Community facility,Under Review,2026-02-07,Synthetic demonstration record
REC-00795,MPLADS-SYN-0795,MP-570,2026-05-06,School Building,3190000,Community facility,Under Review,2026-05-30,Synthetic demonstration record
REC-00796,MPLADS-SYN-0796,MP-348,2025-09-20,Street Lighting,210000,Water and sanitation,Approved,2025-11-05,Synthetic demonstration record
REC-00797,MPLADS-SYN-0797,MP-370,2025-11-24,Library,1470000,Community facility,Rejected,2025-12-25,Synthetic demonstration record
REC-00798,MPLADS-SYN-0798,MP-917,2025-11-11,School Building,4530000,Road connectivity,Under Review,2026-01-10,Synthetic demonstration record
REC-00799,MPLADS-SYN-0799,MP-462,2025-11-23,Library,980000,Water and sanitation,Approved,2025-12-19,Synthetic demonstration record
REC-00800,MPLADS-SYN-0800,MP-842,2025-10-11,Solar Lighting,800000,Public utility improvement,Approved,2025-11-26,Synthetic demonstration record
REC-00801,MPLADS-SYN-0801,MP-995,2026-02-22,Sports Facility,1960000,Road connectivity,Approved,2026-04-06,Synthetic demonstration record
REC-00802,MPLADS-SYN-0802,MP-641,2026-05-20,Solar Lighting,890000,Public utility improvement,Approved,2026-06-13,Synthetic demonstration record
REC-00803,MPLADS-SYN-0803,MP-386,2025-12-22,Road,2220000,Local infrastructure need,Approved,2026-01-19,Synthetic demonstration record
REC-00804,MPLADS-SYN-0804,MP-313,2026-03-03,Health Facility,2840000,Water and sanitation,Approved,2026-04-17,Synthetic demonstration record
REC-00805,MPLADS-SYN-0805,MP-204,2025-11-17,Solar Lighting,1230000,Water and sanitation,Rejected,2025-12-19,Synthetic demonstration record
REC-00806,MPLADS-SYN-0806,MP-131,2026-03-20,Drainage,2440000,Road connectivity,Approved,2026-04-21,Synthetic demonstration record
REC-00807,MPLADS-SYN-0807,MP-444,2025-11-21,Drainage,1430000,Road connectivity,Approved,2025-12-11,Synthetic demonstration record
REC-00808,MPLADS-SYN-0808,MP-665,2026-01-25,Solar Lighting,1730000,Water and sanitation,Approved,2026-03-13,Synthetic demonstration record
REC-00809,MPLADS-SYN-0809,MP-225,2026-01-11,Community Hall,1010000,Local infrastructure need,Under Review,2026-01-26,Synthetic demonstration record
REC-00810,MPLADS-SYN-0810,MP-824,2025-12-16,Community Hall,3160000,Public utility improvement,Approved,2026-01-02,Synthetic demonstration record
REC-00811,MPLADS-SYN-0811,MP-893,2025-10-16,Health Facility,2490000,Road connectivity,Under Review,2025-12-07,Synthetic demonstration record
REC-00812,MPLADS-SYN-0812,MP-273,2026-01-29,Health Facility,2700000,Community facility,Approved,2026-03-13,Synthetic demonstration record
REC-00813,MPLADS-SYN-0813,MP-602,2026-03-29,Solar Lighting,1370000,Water and sanitation,Under Review,2026-04-24,Synthetic demonstration record
REC-00814,MPLADS-SYN-0814,MP-739,2026-05-17,Library,350000,Public utility improvement,Under Review,2026-07-15,Synthetic demonstration record
REC-00815,MPLADS-SYN-0815,MP-322,2026-05-20,Drinking Water,640000,Public utility improvement,Rejected,2026-06-16,Synthetic demonstration record
REC-00816,MPLADS-SYN-0816,MP-832,2026-01-14,School Building,4110000,Water and sanitation,Approved,2026-03-08,Synthetic demonstration record
REC-00817,MPLADS-SYN-0817,MP-888,2026-03-29,Library,1460000,Community facility,Approved,2026-04-18,Synthetic demonstration record
REC-00818,MPLADS-SYN-0818,MP-222,2026-05-30,Health Facility,3430000,Local infrastructure need,Approved,2026-06-22,Synthetic demonstration record
REC-00819,MPLADS-SYN-0819,MP-101,2026-03-05,Road,2490000,Water and sanitation,Rejected,2026-03-30,Synthetic demonstration record
REC-00820,MPLADS-SYN-0820,MP-363,2026-06-07,Solar Lighting,500000,Public utility improvement,Under Review,2026-08-05,Synthetic demonstration record
REC-00821,MPLADS-SYN-0821,MP-494,2026-02-10,Library,1100000,Community facility,Rejected,2026-03-18,Synthetic demonstration record
REC-00822,MPLADS-SYN-0822,MP-995,2025-11-24,Drinking Water,990000,Water and sanitation,Approved,2026-01-01,Synthetic demonstration record
REC-00823,MPLADS-SYN-0823,MP-587,2026-02-06,Drainage,1070000,Public utility improvement,Approved,2026-02-22,Synthetic demonstration record
REC-00824,MPLADS-SYN-0824,MP-285,2025-11-11,School Building,2420000,Local infrastructure need,Approved,2025-11-30,Synthetic demonstration record
REC-00825,MPLADS-SYN-0825,MP-564,2025-11-14,Drainage,1970000,Public utility improvement,Approved,2026-01-10,Synthetic demonstration record
REC-00826,MPLADS-SYN-0826,MP-470,2026-04-05,Community Hall,2070000,Local infrastructure need,Rejected,2026-05-29,Synthetic demonstration record
REC-00827,MPLADS-SYN-0827,MP-961,2025-11-17,Road,1130000,Public utility improvement,Rejected,2025-12-30,Synthetic demonstration record
REC-00828,MPLADS-SYN-0828,MP-207,2026-01-17,Sports Facility,1930000,Public utility improvement,Rejected,2026-02-13,Synthetic demonstration record
REC-00829,MPLADS-SYN-0829,MP-187,2025-11-12,Drainage,420000,Road connectivity,Under Review,2025-11-30,Synthetic demonstration record
REC-00830,MPLADS-SYN-0830,MP-800,2026-03-15,Drainage,1910000,Water and sanitation,Under Review,2026-05-07,Synthetic demonstration record
REC-00831,MPLADS-SYN-0831,MP-949,2025-12-22,Sports Facility,500000,Local infrastructure need,Approved,2026-02-01,Synthetic demonstration record
REC-00832,MPLADS-SYN-0832,MP-833,2025-12-01,Road,810000,Local infrastructure need,Approved,2026-01-23,Synthetic demonstration record
REC-00833,MPLADS-SYN-0833,MP-583,2026-03-28,Health Facility,780000,Public utility improvement,Approved,2026-04-13,Synthetic demonstration record
REC-00834,MPLADS-SYN-0834,MP-770,2026-04-29,Library,690000,Water and sanitation,Approved,2026-05-24,Synthetic demonstration record
REC-00835,MPLADS-SYN-0835,MP-634,2026-01-29,Solar Lighting,740000,Community facility,Under Review,2026-03-07,Synthetic demonstration record
REC-00836,MPLADS-SYN-0836,MP-351,2025-11-23,School Building,5020000,Community facility,Under Review,2026-01-13,Synthetic demonstration record
REC-00837,MPLADS-SYN-0837,MP-890,2025-10-18,Sports Facility,1480000,Local infrastructure need,Approved,2025-11-17,Synthetic demonstration record
REC-00838,MPLADS-SYN-0838,MP-177,2026-03-13,School Building,3590000,Road connectivity,Rejected,2026-04-19,Synthetic demonstration record
REC-00839,MPLADS-SYN-0839,MP-571,2025-12-22,School Building,2680000,Road connectivity,Rejected,2026-02-14,Synthetic demonstration record
REC-00840,MPLADS-SYN-0840,MP-302,2026-05-09,School Building,3680000,Public utility improvement,Approved,2026-05-24,Synthetic demonstration record
REC-00841,MPLADS-SYN-0841,MP-638,2026-05-15,Library,1070000,Community facility,Approved,2026-06-26,Synthetic demonstration record
REC-00842,MPLADS-SYN-0842,MP-719,2026-06-01,Drainage,2110000,Road connectivity,Approved,2026-07-15,Synthetic demonstration record
REC-00843,MPLADS-SYN-0843,MP-112,2026-02-10,Drainage,550000,Public utility improvement,Under Review,2026-03-04,Synthetic demonstration record
REC-00844,MPLADS-SYN-0844,MP-124,2026-01-23,School Building,3640000,Local infrastructure need,Rejected,2026-03-11,Synthetic demonstration record
REC-00845,MPLADS-SYN-0845,MP-659,2025-11-25,Solar Lighting,1140000,Water and sanitation,Rejected,2026-01-20,Synthetic demonstration record
REC-00846,MPLADS-SYN-0846,MP-628,2026-05-21,Health Facility,2510000,Water and sanitation,Under Review,2026-06-26,Synthetic demonstration record
REC-00847,MPLADS-SYN-0847,MP-654,2025-09-22,Drainage,1970000,Road connectivity,Approved,2025-11-13,Synthetic demonstration record
REC-00848,MPLADS-SYN-0848,MP-688,2025-12-04,Road,2780000,Local infrastructure need,Under Review,2026-01-09,Synthetic demonstration record
REC-00849,MPLADS-SYN-0849,MP-403,2026-03-17,Road,1300000,Community facility,Rejected,2026-04-12,Synthetic demonstration record
REC-00850,MPLADS-SYN-0850,MP-500,2025-12-18,Community Hall,2950000,Water and sanitation,Under Review,2026-02-14,Synthetic demonstration record
REC-00851,MPLADS-SYN-0851,MP-231,2026-01-21,Drinking Water,700000,Water and sanitation,Approved,2026-03-09,Synthetic demonstration record
REC-00852,MPLADS-SYN-0852,MP-447,2026-02-08,Road,1030000,Local infrastructure need,Approved,2026-03-13,Synthetic demonstration record
REC-00853,MPLADS-SYN-0853,MP-237,2026-04-18,Drinking Water,1620000,Local infrastructure need,Under Review,2026-05-17,Synthetic demonstration record
REC-00854,MPLADS-SYN-0854,MP-666,2025-11-11,Solar Lighting,1630000,Road connectivity,Under Review,2025-11-28,Synthetic demonstration record
REC-00855,MPLADS-SYN-0855,MP-805,2026-01-19,Health Facility,2750000,Road connectivity,Rejected,2026-02-12,Synthetic demonstration record
REC-00856,MPLADS-SYN-0856,MP-598,2026-03-09,Sports Facility,1520000,Water and sanitation,Under Review,2026-05-05,Synthetic demonstration record
REC-00857,MPLADS-SYN-0857,MP-402,2026-06-18,Sports Facility,1640000,Community facility,Approved,2026-08-08,Synthetic demonstration record
REC-00858,MPLADS-SYN-0858,MP-209,2026-06-16,Health Facility,4140000,Water and sanitation,Rejected,2026-07-29,Synthetic demonstration record
REC-00859,MPLADS-SYN-0859,MP-134,2026-06-02,Road,840000,Water and sanitation,Rejected,2026-07-23,Synthetic demonstration record
REC-00860,MPLADS-SYN-0860,MP-853,2026-01-15,Drainage,1470000,Road connectivity,Under Review,2026-02-27,Synthetic demonstration record
REC-00861,MPLADS-SYN-0861,MP-735,2025-11-02,Solar Lighting,1830000,Local infrastructure need,Approved,2025-11-20,Synthetic demonstration record
REC-00862,MPLADS-SYN-0862,MP-761,2026-01-29,School Building,2790000,Water and sanitation,Rejected,2026-03-26,Synthetic demonstration record
REC-00863,MPLADS-SYN-0863,MP-539,2026-01-05,Solar Lighting,350000,Road connectivity,Approved,2026-02-21,Synthetic demonstration record
REC-00864,MPLADS-SYN-0864,MP-739,2025-12-09,Road,2050000,Public utility improvement,Rejected,2026-01-27,Synthetic demonstration record
REC-00865,MPLADS-SYN-0865,MP-424,2026-05-05,Community Hall,3660000,Public utility improvement,Rejected,2026-06-19,Synthetic demonstration record
REC-00866,MPLADS-SYN-0866,MP-174,2025-11-27,Health Facility,2510000,Public utility improvement,Under Review,2026-01-17,Synthetic demonstration record
REC-00867,MPLADS-SYN-0867,MP-999,2025-11-22,Community Hall,4040000,Local infrastructure need,Rejected,2025-12-24,Synthetic demonstration record
REC-00868,MPLADS-SYN-0868,MP-792,2026-04-29,Street Lighting,1210000,Community facility,Approved,2026-05-30,Synthetic demonstration record
REC-00869,MPLADS-SYN-0869,MP-549,2026-05-18,Drinking Water,1960000,Community facility,Approved,2026-06-19,Synthetic demonstration record
REC-00870,MPLADS-SYN-0870,MP-102,2026-01-26,Street Lighting,870000,Road connectivity,Approved,2026-03-12,Synthetic demonstration record
REC-00871,MPLADS-SYN-0871,MP-703,2025-11-16,Sports Facility,2290000,Public utility improvement,Rejected,2025-12-23,Synthetic demonstration record
REC-00872,MPLADS-SYN-0872,MP-921,2025-11-24,Drainage,1450000,Community facility,Rejected,2026-01-01,Synthetic demonstration record
REC-00873,MPLADS-SYN-0873,MP-905,2026-02-01,Street Lighting,320000,Community facility,Approved,2026-03-15,Synthetic demonstration record
REC-00874,MPLADS-SYN-0874,MP-703,2025-11-18,Solar Lighting,1150000,Public utility improvement,Approved,2025-12-17,Synthetic demonstration record
REC-00875,MPLADS-SYN-0875,MP-842,2025-09-19,Road,1250000,Public utility improvement,Rejected,2025-10-17,Synthetic demonstration record
REC-00876,MPLADS-SYN-0876,MP-894,2026-06-09,Library,710000,Water and sanitation,Approved,2026-07-03,Synthetic demonstration record
REC-00877,MPLADS-SYN-0877,MP-498,2026-04-24,School Building,3260000,Water and sanitation,Approved,2026-05-13,Synthetic demonstration record
REC-00878,MPLADS-SYN-0878,MP-973,2025-12-28,Library,390000,Public utility improvement,Approved,2026-01-13,Synthetic demonstration record
REC-00879,MPLADS-SYN-0879,MP-899,2025-09-28,Drainage,2190000,Road connectivity,Rejected,2025-11-24,Synthetic demonstration record
REC-00880,MPLADS-SYN-0880,MP-983,2026-01-04,Drinking Water,1180000,Community facility,Under Review,2026-02-25,Synthetic demonstration record
REC-00881,MPLADS-SYN-0881,MP-476,2025-12-21,Street Lighting,960000,Public utility improvement,Approved,2026-02-19,Synthetic demonstration record
REC-00882,MPLADS-SYN-0882,MP-285,2026-03-30,Street Lighting,1340000,Road connectivity,Rejected,2026-05-08,Synthetic demonstration record
REC-00883,MPLADS-SYN-0883,MP-107,2026-03-23,Health Facility,2390000,Community facility,Approved,2026-04-28,Synthetic demonstration record
REC-00884,MPLADS-SYN-0884,MP-930,2025-10-04,Street Lighting,1290000,Community facility,Approved,2025-11-14,Synthetic demonstration record
REC-00885,MPLADS-SYN-0885,MP-720,2025-09-30,Street Lighting,590000,Local infrastructure need,Approved,2025-10-16,Synthetic demonstration record
REC-00886,MPLADS-SYN-0886,MP-375,2025-12-09,Road,1680000,Local infrastructure need,Approved,2026-02-02,Synthetic demonstration record
REC-00887,MPLADS-SYN-0887,MP-446,2025-12-18,Sports Facility,360000,Public utility improvement,Approved,2026-02-08,Synthetic demonstration record
REC-00888,MPLADS-SYN-0888,MP-430,2025-12-15,Community Hall,3270000,Water and sanitation,Under Review,2026-02-07,Synthetic demonstration record
REC-00889,MPLADS-SYN-0889,MP-716,2026-03-29,Drinking Water,1890000,Water and sanitation,Rejected,2026-04-14,Synthetic demonstration record
REC-00890,MPLADS-SYN-0890,MP-920,2026-03-31,School Building,3370000,Local infrastructure need,Rejected,2026-04-17,Synthetic demonstration record
REC-00891,MPLADS-SYN-0891,MP-610,2026-07-11,Drinking Water,1350000,Road connectivity,Rejected,2026-08-01,Synthetic demonstration record
REC-00892,MPLADS-SYN-0892,MP-906,2026-05-05,Road,1630000,Public utility improvement,Approved,2026-06-17,Synthetic demonstration record
REC-00893,MPLADS-SYN-0893,MP-152,2026-05-14,Community Hall,2000000,Road connectivity,Approved,2026-07-10,Synthetic demonstration record
REC-00894,MPLADS-SYN-0894,MP-416,2026-05-20,Sports Facility,1800000,Road connectivity,Approved,2026-06-28,Synthetic demonstration record
REC-00895,MPLADS-SYN-0895,MP-548,2026-01-20,School Building,3030000,Local infrastructure need,Rejected,2026-02-19,Synthetic demonstration record
REC-00896,MPLADS-SYN-0896,MP-819,2026-01-09,Solar Lighting,860000,Water and sanitation,Rejected,2026-02-04,Synthetic demonstration record
REC-00897,MPLADS-SYN-0897,MP-466,2026-07-10,Library,1690000,Water and sanitation,Rejected,2026-08-13,Synthetic demonstration record
REC-00898,MPLADS-SYN-0898,MP-856,2026-06-08,School Building,4000000,Road connectivity,Under Review,2026-07-16,Synthetic demonstration record
REC-00899,MPLADS-SYN-0899,MP-547,2025-12-19,Drinking Water,610000,Water and sanitation,Approved,2026-02-05,Synthetic demonstration record
REC-00900,MPLADS-SYN-0900,MP-397,2026-05-26,Road,2640000,Community facility,Rejected,2026-06-29,Synthetic demonstration record
REC-00901,MPLADS-SYN-0901,MP-380,2026-07-11,Drinking Water,430000,Public utility improvement,Rejected,2026-08-27,Synthetic demonstration record
REC-00902,MPLADS-SYN-0902,MP-339,2026-03-08,School Building,3940000,Local infrastructure need,Under Review,2026-03-29,Synthetic demonstration record
REC-00903,MPLADS-SYN-0903,MP-615,2026-03-10,Drinking Water,680000,Community facility,Rejected,2026-04-05,Synthetic demonstration record
REC-00904,MPLADS-SYN-0904,MP-312,2026-05-10,Drinking Water,1250000,Road connectivity,Approved,2026-05-30,Synthetic demonstration record
REC-00905,MPLADS-SYN-0905,MP-264,2025-10-14,Sports Facility,1570000,Public utility improvement,Approved,2025-12-13,Synthetic demonstration record
REC-00906,MPLADS-SYN-0906,MP-690,2026-04-12,Library,830000,Community facility,Approved,2026-05-04,Synthetic demonstration record
REC-00907,MPLADS-SYN-0907,MP-676,2026-02-14,Library,1750000,Local infrastructure need,Approved,2026-03-30,Synthetic demonstration record
REC-00908,MPLADS-SYN-0908,MP-941,2025-09-19,Health Facility,2040000,Local infrastructure need,Approved,2025-10-12,Synthetic demonstration record
REC-00909,MPLADS-SYN-0909,MP-812,2026-04-12,Road,1450000,Local infrastructure need,Under Review,2026-06-11,Synthetic demonstration record
REC-00910,MPLADS-SYN-0910,MP-623,2025-11-20,Health Facility,4240000,Road connectivity,Under Review,2025-12-31,Synthetic demonstration record
REC-00911,MPLADS-SYN-0911,MP-914,2026-01-27,Health Facility,1850000,Water and sanitation,Approved,2026-03-06,Synthetic demonstration record
REC-00912,MPLADS-SYN-0912,MP-372,2025-11-12,Library,1380000,Local infrastructure need,Rejected,2026-01-07,Synthetic demonstration record
REC-00913,MPLADS-SYN-0913,MP-488,2025-11-12,Drainage,1080000,Water and sanitation,Approved,2025-12-15,Synthetic demonstration record
REC-00914,MPLADS-SYN-0914,MP-527,2026-01-30,Drainage,1360000,Community facility,Approved,2026-03-22,Synthetic demonstration record
REC-00915,MPLADS-SYN-0915,MP-201,2026-02-28,School Building,4130000,Water and sanitation,Under Review,2026-04-07,Synthetic demonstration record
REC-00916,MPLADS-SYN-0916,MP-768,2025-10-27,Road,1240000,Water and sanitation,Rejected,2025-12-23,Synthetic demonstration record
REC-00917,MPLADS-SYN-0917,MP-869,2025-12-23,Road,2250000,Water and sanitation,Under Review,2026-02-06,Synthetic demonstration record
REC-00918,MPLADS-SYN-0918,MP-494,2025-11-19,Road,2640000,Water and sanitation,Under Review,2026-01-03,Synthetic demonstration record
REC-00919,MPLADS-SYN-0919,MP-147,2025-12-26,Drinking Water,720000,Community facility,Under Review,2026-01-18,Synthetic demonstration record
REC-00920,MPLADS-SYN-0920,MP-612,2026-01-11,Sports Facility,2480000,Road connectivity,Approved,2026-03-04,Synthetic demonstration record
REC-00921,MPLADS-SYN-0921,MP-418,2026-04-19,Street Lighting,920000,Road connectivity,Under Review,2026-05-15,Synthetic demonstration record
REC-00922,MPLADS-SYN-0922,MP-602,2026-06-05,Library,1220000,Road connectivity,Approved,2026-07-08,Synthetic demonstration record
REC-00923,MPLADS-SYN-0923,MP-738,2025-12-28,Solar Lighting,1710000,Community facility,Rejected,2026-02-14,Synthetic demonstration record
REC-00924,MPLADS-SYN-0924,MP-707,2025-12-17,Drinking Water,1320000,Community facility,Rejected,2026-01-10,Synthetic demonstration record
REC-00925,MPLADS-SYN-0925,MP-469,2025-12-19,Health Facility,2520000,Road connectivity,Under Review,2026-01-12,Synthetic demonstration record
REC-00926,MPLADS-SYN-0926,MP-105,2025-12-20,Street Lighting,850000,Water and sanitation,Approved,2026-02-16,Synthetic demonstration record
REC-00927,MPLADS-SYN-0927,MP-667,2026-02-18,Street Lighting,1360000,Road connectivity,Approved,2026-03-31,Synthetic demonstration record
REC-00928,MPLADS-SYN-0928,MP-274,2025-10-30,Street Lighting,490000,Community facility,Rejected,2025-12-27,Synthetic demonstration record
REC-00929,MPLADS-SYN-0929,MP-760,2026-02-19,Drinking Water,480000,Community facility,Rejected,2026-04-18,Synthetic demonstration record
REC-00930,MPLADS-SYN-0930,MP-135,2026-04-06,Library,1400000,Local infrastructure need,Rejected,2026-05-21,Synthetic demonstration record
REC-00931,MPLADS-SYN-0931,MP-412,2026-01-26,Drainage,1270000,Water and sanitation,Rejected,2026-02-22,Synthetic demonstration record
REC-00932,MPLADS-SYN-0932,MP-138,2026-02-04,School Building,3920000,Public utility improvement,Approved,2026-02-24,Synthetic demonstration record
REC-00933,MPLADS-SYN-0933,MP-353,2025-12-06,School Building,2380000,Local infrastructure need,Approved,2025-12-26,Synthetic demonstration record
REC-00934,MPLADS-SYN-0934,MP-813,2026-01-02,Drainage,1400000,Public utility improvement,Approved,2026-02-01,Synthetic demonstration record
REC-00935,MPLADS-SYN-0935,MP-180,2026-04-18,Road,1700000,Local infrastructure need,Approved,2026-06-04,Synthetic demonstration record
REC-00936,MPLADS-SYN-0936,MP-784,2025-11-15,School Building,2990000,Local infrastructure need,Rejected,2025-12-22,Synthetic demonstration record
REC-00937,MPLADS-SYN-0937,MP-613,2026-03-20,Road,1790000,Community facility,Under Review,2026-04-25,Synthetic demonstration record
REC-00938,MPLADS-SYN-0938,MP-610,2025-10-02,Sports Facility,2440000,Road connectivity,Under Review,2025-10-25,Synthetic demonstration record
REC-00939,MPLADS-SYN-0939,MP-396,2026-03-24,Solar Lighting,380000,Road connectivity,Approved,2026-05-14,Synthetic demonstration record
REC-00940,MPLADS-SYN-0940,MP-206,2026-02-21,Library,760000,Road connectivity,Approved,2026-03-25,Synthetic demonstration record
REC-00941,MPLADS-SYN-0941,MP-521,2026-02-27,Library,450000,Community facility,Rejected,2026-03-30,Synthetic demonstration record
REC-00942,MPLADS-SYN-0942,MP-565,2026-04-11,Community Hall,1100000,Community facility,Approved,2026-05-16,Synthetic demonstration record
REC-00943,MPLADS-SYN-0943,MP-563,2025-12-11,Solar Lighting,1090000,Community facility,Approved,2026-02-05,Synthetic demonstration record
REC-00944,MPLADS-SYN-0944,MP-567,2025-12-20,Library,610000,Local infrastructure need,Approved,2026-01-25,Synthetic demonstration record
REC-00945,MPLADS-SYN-0945,MP-506,2025-12-10,Road,2990000,Water and sanitation,Rejected,2026-01-09,Synthetic demonstration record
REC-00946,MPLADS-SYN-0946,MP-308,2025-09-30,Library,1760000,Community facility,Under Review,2025-11-29,Synthetic demonstration record
REC-00947,MPLADS-SYN-0947,MP-547,2025-10-15,Health Facility,1970000,Road connectivity,Approved,2025-11-28,Synthetic demonstration record
REC-00948,MPLADS-SYN-0948,MP-646,2025-09-25,Drainage,1160000,Public utility improvement,Under Review,2025-11-22,Synthetic demonstration record
REC-00949,MPLADS-SYN-0949,MP-147,2025-11-29,Solar Lighting,1170000,Local infrastructure need,Approved,2026-01-10,Synthetic demonstration record
REC-00950,MPLADS-SYN-0950,MP-370,2026-04-08,Library,700000,Water and sanitation,Under Review,2026-06-02,Synthetic demonstration record
REC-00951,MPLADS-SYN-0951,MP-531,2026-04-17,Road,750000,Public utility improvement,Approved,2026-05-27,Synthetic demonstration record
REC-00952,MPLADS-SYN-0952,MP-649,2026-04-13,Drinking Water,1740000,Road connectivity,Approved,2026-05-25,Synthetic demonstration record
REC-00953,MPLADS-SYN-0953,MP-980,2026-02-08,Sports Facility,530000,Road connectivity,Approved,2026-03-26,Synthetic demonstration record
REC-00954,MPLADS-SYN-0954,MP-568,2025-11-07,Library,1420000,Public utility improvement,Rejected,2025-12-22,Synthetic demonstration record
REC-00955,MPLADS-SYN-0955,MP-844,2026-03-31,Road,2550000,Community facility,Approved,2026-04-20,Synthetic demonstration record
REC-00956,MPLADS-SYN-0956,MP-234,2026-07-18,Health Facility,930000,Water and sanitation,Approved,2026-09-09,Synthetic demonstration record
REC-00957,MPLADS-SYN-0957,MP-795,2026-07-16,Street Lighting,1000000,Community facility,Under Review,2026-09-12,Synthetic demonstration record
REC-00958,MPLADS-SYN-0958,MP-956,2026-06-16,Health Facility,3540000,Local infrastructure need,Approved,2026-08-04,Synthetic demonstration record
REC-00959,MPLADS-SYN-0959,MP-565,2025-11-13,Sports Facility,610000,Public utility improvement,Approved,2025-12-06,Synthetic demonstration record
REC-00960,MPLADS-SYN-0960,MP-894,2026-07-10,School Building,2810000,Road connectivity,Approved,2026-08-30,Synthetic demonstration record
REC-00961,MPLADS-SYN-0961,MP-749,2026-05-10,Street Lighting,990000,Road connectivity,Under Review,2026-06-18,Synthetic demonstration record
REC-00962,MPLADS-SYN-0962,MP-946,2026-05-26,Sports Facility,2250000,Road connectivity,Under Review,2026-07-06,Synthetic demonstration record
REC-00963,MPLADS-SYN-0963,MP-287,2025-12-17,School Building,1830000,Public utility improvement,Approved,2026-01-07,Synthetic demonstration record
REC-00964,MPLADS-SYN-0964,MP-444,2026-04-03,Community Hall,2960000,Water and sanitation,Rejected,2026-05-01,Synthetic demonstration record
REC-00965,MPLADS-SYN-0965,MP-910,2026-01-11,Health Facility,2170000,Public utility improvement,Approved,2026-03-10,Synthetic demonstration record
REC-00966,MPLADS-SYN-0966,MP-137,2025-11-03,Road,1430000,Community facility,Approved,2025-12-06,Synthetic demonstration record
REC-00967,MPLADS-SYN-0967,MP-849,2026-06-28,Street Lighting,1180000,Public utility improvement,Rejected,2026-07-21,Synthetic demonstration record
REC-00968,MPLADS-SYN-0968,MP-346,2025-12-12,Sports Facility,840000,Community facility,Approved,2026-01-13,Synthetic demonstration record
REC-00969,MPLADS-SYN-0969,MP-340,2026-03-23,Sports Facility,1400000,Local infrastructure need,Rejected,2026-04-27,Synthetic demonstration record
REC-00970,MPLADS-SYN-0970,MP-975,2025-11-24,Health Facility,1510000,Community facility,Under Review,2025-12-13,Synthetic demonstration record
REC-00971,MPLADS-SYN-0971,MP-380,2025-11-25,Health Facility,1000000,Public utility improvement,Approved,2025-12-19,Synthetic demonstration record
REC-00972,MPLADS-SYN-0972,MP-641,2025-12-13,Drainage,1120000,Road connectivity,Approved,2026-01-19,Synthetic demonstration record
REC-00973,MPLADS-SYN-0973,MP-599,2026-03-03,Sports Facility,300000,Road connectivity,Under Review,2026-03-18,Synthetic demonstration record
REC-00974,MPLADS-SYN-0974,MP-317,2025-11-02,Community Hall,1730000,Public utility improvement,Approved,2025-12-19,Synthetic demonstration record
REC-00975,MPLADS-SYN-0975,MP-975,2025-12-08,Health Facility,3350000,Community facility,Rejected,2025-12-24,Synthetic demonstration record
REC-00976,MPLADS-SYN-0976,MP-371,2025-12-26,Drinking Water,550000,Road connectivity,Approved,2026-01-29,Synthetic demonstration record
REC-00977,MPLADS-SYN-0977,MP-188,2025-12-14,School Building,3270000,Local infrastructure need,Approved,2026-01-27,Synthetic demonstration record
REC-00978,MPLADS-SYN-0978,MP-198,2025-11-05,Street Lighting,630000,Community facility,Approved,2025-12-05,Synthetic demonstration record
REC-00979,MPLADS-SYN-0979,MP-436,2026-02-25,Drainage,420000,Public utility improvement,Approved,2026-04-12,Synthetic demonstration record
REC-00980,MPLADS-SYN-0980,MP-744,2026-01-08,Library,1100000,Public utility improvement,Rejected,2026-02-19,Synthetic demonstration record
REC-00981,MPLADS-SYN-0981,MP-451,2026-04-10,Drainage,830000,Road connectivity,Rejected,2026-05-20,Synthetic demonstration record
REC-00982,MPLADS-SYN-0982,MP-548,2025-12-10,Sports Facility,2000000,Public utility improvement,Rejected,2026-01-16,Synthetic demonstration record
REC-00983,MPLADS-SYN-0983,MP-330,2026-05-09,Community Hall,3370000,Road connectivity,Under Review,2026-06-12,Synthetic demonstration record
REC-00984,MPLADS-SYN-0984,MP-209,2026-01-02,Sports Facility,1550000,Road connectivity,Rejected,2026-01-23,Synthetic demonstration record
REC-00985,MPLADS-SYN-0985,MP-498,2026-01-30,Street Lighting,450000,Water and sanitation,Rejected,2026-02-20,Synthetic demonstration record
REC-00986,MPLADS-SYN-0986,MP-799,2025-11-08,Health Facility,4010000,Public utility improvement,Approved,2025-12-29,Synthetic demonstration record
REC-00987,MPLADS-SYN-0987,MP-721,2026-04-26,Road,1350000,Road connectivity,Approved,2026-06-09,Synthetic demonstration record
REC-00988,MPLADS-SYN-0988,MP-152,2026-04-04,Road,1460000,Public utility improvement,Approved,2026-05-11,Synthetic demonstration record
REC-00989,MPLADS-SYN-0989,MP-757,2026-01-24,Health Facility,1310000,Local infrastructure need,Approved,2026-02-24,Synthetic demonstration record
